hotel_name,rating,rating_description,review_count,star_rating,location,nearest_landmark,Distance_to_Landmark,Distance_to_Landmark(in_km),price_per_night,tax,city,state,address,price_range,latitude,longitude,amenities,hotel_type,phone_number,email,website,booking_url,description,check_in_time,check_out_time,room_types,data_source,data_quality_score
The Pride Hotel,3.6,,131.0,,,,,,,,Pune,Maharashtra,"Ganeshkhind Road, Pune",,18.5313574,73.8472504,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-514631,info@thepride.com,https://www.pridehotel.com/pune-hotels/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
St. Laurn Business Hotel,4.3,,149.0,,,,,,,,Pune,Maharashtra,Pune,,18.5385851,73.8858865,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Meeting Rooms, Gym",Business,-984621,info@stlaurn.com,https://www.stlaurnbusin.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Westin,3.4,,483.0,,,,,,,,Pune,Maharashtra,Pune,,18.5394176,73.9061274,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 20 6721 0000,info@westin.com,https://www.westin.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
"Vivanta By Taj - Blue Diamond, Pune",4.2,,59.0,,,,,,,,Pune,Maharashtra,"11, Koregaon Road, Koregaon Park, Pune",,18.5382626,73.886456,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91 20 66025555,info@vivantaby.com,https://www.vivantabytaj.com/Blue-Diamond-Pune/Overview.html,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
The O Hotel,4.1,,245.0,,,,,,,,Pune,Maharashtra,,,18.5399935,73.8877506,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-321528,info@theohote.com,https://www.theohotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Woodland,3.8,,209.0,,,,,,,,Pune,Maharashtra,"Dr. Annie Besant Path, Pune",,18.5251923,73.8753748,Bar,Budget,-479564,info@hotelwood.com,https://www.hotelwoodland.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Corinthians Club,3.6,,413.0,5.0,,,,,,,Pune,Maharashtra,"Pune, Pune",,18.4640711,73.9183076,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 20 2695 2222,reservations@thecorinthianspune.com,https://www.thecorinthianspune.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Royal Orchid Central,3.6,,357.0,,,,,,,,Pune,Maharashtra,"Kalyani Nagar, Pune",,18.5463157,73.9064797,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-290959,info@royalorch.com,http://www.royalorchidhotels.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Deccan Pavilion,4.2,,51.0,,,,,,,,Pune,Maharashtra,,,18.4594128,73.8249868,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-936792,info@deccanpav.com,https://www.deccanpavilion.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ibis Pune Viman Nagar,3.9,,277.0,,,,,,,,Pune,Maharashtra,,,18.5597437,73.912994,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-933285,info@ibispune.com,https://www.ibispuneviman.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hyatt Pune,3.3,,133.0,,,,,,,,Pune,Maharashtra,"88, Nagar Road, Pune",,18.5538952,73.9047204,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 91 58 897654,reservations.pune@istahotels.com,http://www.istahotels.com/hotels-pune.aspx,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Oakwood Hotel,3.5,,192.0,3.0,,,,,,,Pune,Maharashtra,,,18.5174917,73.8408673,Free WiFi,Budget,-942790,info@theoakwoo.com,https://www.theoakwoodhot.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Krishna Hotel And Restaurant,3.6,,389.0,,,,,,,,Pune,Maharashtra,,,18.5149196,73.8285163,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-917974,info@krishnaho.com,https://www.krishnahotela.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
JW Marriott Pune,4.0,,272.0,5.0,,,,,,,Pune,Maharashtra,,,18.5323484,73.8295571,Air Conditioning,Budget,-926363,info@jwmarriot.com,https://www.jwmarriottpun.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Kohinoor Executive,3.9,,492.0,,,,,,,,Pune,Maharashtra,,,18.5180904,73.8430294,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Meeting Rooms, Gym",Business,-253591,info@kohinoore.com,https://www.kohinoorhotels.com/Executive/info.htm,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Smart Inn,3.4,,26.0,,,,,,,,Pune,Maharashtra,,,18.5192586,73.8422293,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-955579,info@smartinn.com,http://www.smartinn.co.in/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ashish Plaza,4.1,,87.0,,,,,,,,Pune,Maharashtra,,,18.5237529,73.8416815,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-835946,info@ashishpla.com,https://www.ashishplaza.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Crowne Plaza,3.5,,296.0,,,,,,,,Pune,Maharashtra,,,18.5311678,73.8767658,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-551595,info@crownepla.com,https://www.crowneplaza.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Orchid,3.5,,338.0,,,,,,,,Pune,Maharashtra,,,18.5705337,73.7639265,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-352092,info@theorchid.com,www.orchidhotelpune.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Four Points by Sheraton,4.0,,263.0,,,,,,,,Pune,Maharashtra,"5th Mile Stone, Nagar Road, Viman Nagar",,18.5626892,73.9221478,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,91 20-67606699,info@fourpoint.com,https://www.marriott.com/en-us/hotels/pnqfp-four-points-by-sheraton-hotel-and-serviced-apartments-pune/overview/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Lemon Tree Hotel,3.2,,355.0,,,,,,,,Pune,Maharashtra,,,18.5855657,73.7343331,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-677220,info@lemontree.com,https://www.lemontreehotels.com/lemon-tree-hotel/pune/hinjawadi-pune.aspx,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Cocoon Hotel,4.2,,432.0,,,,,,,,Pune,Maharashtra,Pune,,18.5091733,73.9285786,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 20 6624 4444,info@cocoonhot.com,https://www.cocoonpune.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Coronet Hotel,3.8,,323.0,,,,,,,,Pune,Maharashtra,,,18.5224971,73.8445506,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-996646,info@coronetho.com,https://www.coronethotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Seven Loves,3.7,,186.0,,,,,,,,Pune,Maharashtra,"Jagannath Shankarsheth Marg, Pune, Pune",,18.5016376,73.8689021,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-428596,info@sevenlove.com,https://www.sevenloves.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Deccan Royale Hotel,4.1,,339.0,,,,,,,,Pune,Maharashtra,"Jangli Maharaj Path, Pune",,18.5191866,73.8454834,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-121968,info@thedeccan.com,https://www.thedeccanroya.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Kapila Business Hotel,4.4,,29.0,,,,,,,,Pune,Maharashtra,"174, Dhole Patil Road, Pune",,18.5346237,73.8761027,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Meeting Rooms, Gym",Business,-676228,info@kapilabus.com,www.kapila.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Hotel Kala Sagar,3.4,,447.0,,,,,,,,Pune,Maharashtra,,,18.6125084,73.81803,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-995167,info@hotelkala.com,https://www.hotelkalasaga.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Bizz Tamanna,3.6,,404.0,,,,,,,,Pune,Maharashtra,,,18.5862038,73.7365839,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-669000,info@bizztaman.com,https://www.bizztamanna.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Vivanta,3.9,,454.0,,,,,,,,Pune,Maharashtra,,,18.5918543,73.7451326,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 20 6658 4040,bookvivanta.hinjawadi@tajhotels.com,https://www.vivantahotels.com/en-in/vivanta-pune-hinjawadi/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Marriott,4.1,,222.0,,,,,,,,Pune,Maharashtra,"19, Hinjawadi Road, Pune",,18.5915947,73.7467798,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 20 42122222,info@marriott.com,https://www.marriott.com/hotels/travel/pnqph-courtyard-pune-hinjewadi/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Premier Tamanna Hotel,3.8,,116.0,,,,,,,,Pune,Maharashtra,,,18.5913487,73.748113,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-451716,info@premierta.com,https://www.premiertamanna.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hyatt Palace,4.4,,66.0,,,,,,,,Pune,Maharashtra,"Hinjawadi Phase 1 road, Pune",,18.5859993,73.7362363,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-973422,info@hyattpala.com,https://www.hyattpalace.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
OYO Hotel G Residency near INOX,3.7,,437.0,,,,,,,,Pune,Maharashtra,,,18.5407967,73.8913061,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-431220,info@oyohotel.com,https://www.oyohotelgres.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
annapurna hotel,4.0,,373.0,,,,,,,,Pune,Maharashtra,,,18.6123811,73.7630953,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-494695,info@annapurna.com,https://www.annapurnahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Radison Blu Hotel,4.1,,91.0,,,,,,,,Pune,Maharashtra,"Nagar Road, Kharadi, Pune",,18.5533968,73.9378624,Swimming Pool,Budget,-876877,info@radisonbl.com,https://www.radisonbluhot.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Sargam,3.8,,51.0,,,,,,,,Pune,Maharashtra,,,18.5459137,73.8877078,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-382930,info@hotelsarg.com,https://www.hotelsargam.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Moneta,3.4,,431.0,,,,,,,,Pune,Maharashtra,"Apte Path, Pune, Pune",,18.5217782,73.8442945,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-304345,info@moneta.com,https://www.moneta.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Radiant Lodge,4.0,,93.0,,,,,,,,Pune,Maharashtra,"Chaturshringi Road, Pune, Pune",,18.5252065,73.849408,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-785776,info@hotelradi.com,https://www.hotelradiantl.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Bhooshan,3.9,,339.0,,,,,,,,Pune,Maharashtra,,,18.525711,73.848948,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-146474,info@hotelbhoo.com,https://www.hotelbhooshan.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Garuda,3.9,,64.0,,,,,,,,Pune,Maharashtra,,,18.5077798,73.8291014,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-504137,info@garuda.com,https://www.garuda.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
City Point Restaurant and Bar,3.8,,240.0,,,,,,,,Pune,Maharashtra,,,18.4565186,73.7991736,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-842980,info@citypoint.com,https://www.citypointrest.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Fairfield by Marriott Pune Kharadi,3.4,,126.0,,,,,,,,Pune,Maharashtra,,,18.5459065,73.936651,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 20 6712 1515,info@fairfield.com,https://www.fairfieldbyma.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Royal Hotel,3.3,,188.0,,,,,,,,Pune,Maharashtra,"Chavhan Bagh Road, Pune",,18.4475801,73.8031558,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-640242,info@royalhote.com,https://www.royalhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Mind Space Hotel,4.2,,343.0,,,,,,,,Pune,Maharashtra,"Old Mumbai-Pune Highway, Pune, Pimpri",,18.6275276,73.8035203,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-481758,info@mindspace.com,https://www.mindspacehote.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Radisson Blu,3.3,,312.0,,,,,,,,Pune,Maharashtra,,,18.5838563,73.7398275,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-447059,info@radissonb.com,https://www.radissonblu.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Holiday Inn Pune Hinjawadi,3.8,,390.0,4.0,,,,,,,Pune,Maharashtra,,,18.5808538,73.7606165,Free WiFi,Budget,9.12E+11,info@holidayin.com,https://www.ihg.com/holidayinn/hotels/us/en/pune/pnqhj/hoteldetail,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sayaji Garden,3.3,,375.0,,,,,,,,Pune,Maharashtra,,,18.5937198,73.7571511,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-547532,info@sayajigar.com,https://www.sayajigarden.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sayaji,4.0,,406.0,5.0,,,,,,,Pune,Maharashtra,,,18.5994155,73.7549879,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-356953,info@sayaji.com,https://www.sayajihotels.com/sayaji-pune/overview,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Lemon Tree Premier Pune,4.0,,320.0,,,,,,,,Pune,Maharashtra,,,18.5276722,73.8766405,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 020 67684343,hi.ppn1@lemontreehotels.com,https://www.lemontreehotels.com/lemon-tree-premier/pune/city-center-pune.aspx,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Shreyas,3.9,,214.0,,,,,,,,Pune,Maharashtra,"1242 B, Apte Road, Ganeshwadi, Pune",,18.5204665,73.8434101,Swimming Pool,Budget,020-25532023;020 -25532785,info@hotelshreyas.in,https://www.hotelshreyas.in/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Da Casa Business Hotel डा कासा बिज़नस होटल,4.0,,403.0,,,,,,,,Pune,Maharashtra,,,18.520063,73.8628108,Free WiFi,Business,-721602,info@dacasabu.com,http://dacasahotel.com/,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Hotel Tip Top International,3.9,,160.0,,,,,,,,Pune,Maharashtra,,,18.5959094,73.7549853,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-875431,info@hoteltip.com,https://www.hoteltiptopi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
dosa king,4.2,,333.0,,,,,,,,Pune,Maharashtra,,,18.6125884,73.7628469,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-743819,info@dosaking.com,https://www.dosaking.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Royalty,3.9,,59.0,,,,,,,,Pune,Maharashtra,"Prabhat Path, Pune",,18.514208,73.8332961,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-847844,info@royalty.com,https://www.royalty.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hilton Garden Inn,3.9,,376.0,,,,,,,,Pune,Maharashtra,"40/3, Survey, Hinjawadi - Wakad Rd, Pune",,18.5905291,73.7413933,Free WiFi,Budget,+91 20 3500 4500,info@hiltongar.com,https://www.hilton.com/en/hotels/pnqhpgi-hilton-garden-inn-pune-hinjawadi,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Green Park,3.7,,387.0,,,,,,,,Pune,Maharashtra,,,18.5508554,73.8039701,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-297905,info@hotelgree.com,https://www.hotelgreenpar.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Sarthak Lodge,3.7,,345.0,,,,,,,,Pune,Maharashtra,,,18.3867318,73.8554205,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-958312,info@hotelsart.com,https://www.hotelsarthakl.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Raj,3.7,,432.0,,,,,,,,Pune,Maharashtra,,,18.3912472,73.8569322,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-152727,info@hotelraj.com,https://www.hotelraj.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sai Vishwa Lodge,3.5,,104.0,,,,,,,,Pune,Maharashtra,,,18.3799411,73.8556488,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-427012,info@saivishwa.com,https://www.saivishwalodg.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
OYO Townhouse,4.0,,254.0,,,,,,,,Pune,Maharashtra,,,18.5916805,73.7455743,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-356654,info@oyotownho.com,https://www.oyotownhouse.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Stafi,3.3,,192.0,,,,,,,,Pune,Maharashtra,,,18.6336862,73.7860113,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-828456,info@stafi.com,https://www.stafi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
"The Ritz-Carlton, Pune",4.0,,77.0,,,,,,,,Pune,Maharashtra,,,18.5521036,73.8901317,Bar,Budget,+91 20 6767 5000,info@theritzc.com,https://www.ritzcarlton.com/en/hotels/pnqrz-the-ritz-carlton-pune/overview/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Spice,3.5,,188.0,,,,,,,,Ahmedabad,Gujarat,,,23.0125449,72.5679747,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-362854,info@spice.com,https://www.spice.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Dev Regency,3.8,,267.0,3.0,,,,,,,Ahmedabad,Gujarat,,,23.0156138,72.5656966,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-983072,info@devregenc.com,https://www.devregency.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Comfort Inn,3.4,,467.0,,,,,,,,Ahmedabad,Gujarat,Ahmedabad,,23.0810988,72.6169531,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-466792,info@comfortin.com,https://www.comfortinn.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sabermati Ashram Guesthouse,4.1,,55.0,,,,,,,,Ahmedabad,Gujarat,,,23.0613841,72.579973,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-499620,info@sabermati.com,https://www.sabermatiashra.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Alkan,3.6,,466.0,,,,,,,,Ahmedabad,Gujarat,,,23.0292295,72.5834609,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-781594,info@hotelalka.com,https://www.hotelalkan.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Grand Bhagwati,4.1,,109.0,,,,,,,,Ahmedabad,Gujarat,,,23.042462,72.5144059,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-520318,info@thegrand.com,https://www.thegrandbhagw.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Kaka Bhajipav,4.1,,349.0,,,,,,,,Ahmedabad,Gujarat,,,23.0037105,72.6379538,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-333239,info@kakabhaji.com,https://www.kakabhajipav.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Gateway Hotel Ummed,3.9,,227.0,,,,,,,,Ahmedabad,Gujarat,Ahmedabad,,23.0823961,72.6165176,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-334755,info@gatewayho.com,https://www.gatewayhotelu.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Al-Aman Hotel,3.6,,170.0,,,,,,,,Ahmedabad,Gujarat,,,23.0171175,72.589927,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-550346,info@alamanho.com,https://www.alamanhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Cadillac Guest House,3.9,,27.0,,,,,,,,Ahmedabad,Gujarat,,,23.0259742,72.5814073,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-727700,info@cadillacg.com,https://www.cadillacguest.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Good Night,4.1,,115.0,,,,,,,,Ahmedabad,Gujarat,,,23.0268808,72.5816588,Free WiFi,Budget,+91 79 2550 7181,goodnight.hotel@gmail.com,http://hotelgoodnight.co.in,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Embassy,4.2,,74.0,,,,,,,,Ahmedabad,Gujarat,,,23.023332,72.5784759,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-162812,info@hotelemba.com,https://www.hotelembassy.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
New Esquire,3.5,,26.0,,,,,,,,Ahmedabad,Gujarat,,,23.0268288,72.5816543,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-538125,info@newesquir.com,https://www.newesquire.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Paris Hotel,3.9,,266.0,,,,,,,,Ahmedabad,Gujarat,,,23.0280485,72.5981085,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-530738,info@parishote.com,https://www.parishotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Rajdhani Guest House,3.9,,260.0,,,,,,,,Ahmedabad,Gujarat,Ahmedabad,,23.0252513,72.5815886,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-370552,info@rajdhanig.com,https://www.rajdhaniguest.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sahil Guest House,3.2,,26.0,,,,,,,,Ahmedabad,Gujarat,Ahmedabad,,23.0257592,72.5815592,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-747806,info@sahilgues.com,https://www.sahilguesthou.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Soheb Guest House,3.7,,470.0,,,,,,,,Ahmedabad,Gujarat,Ahmedabad,,23.0253553,72.5815908,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-537776,info@sohebgues.com,https://www.sohebguesthou.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Venus Guest House,3.4,,325.0,,,,,,,,Ahmedabad,Gujarat,Ahmedabad,,23.0258639,72.5815558,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-613805,info@venusgues.com,https://www.venusguesthou.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Bismillah Boarding Guesthouse,3.8,,129.0,,,,,,,,Ahmedabad,Gujarat,,,23.0248912,72.5828443,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-383985,info@bismillah.com,https://www.bismillahboard.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Comfort,4.2,,251.0,,,,,,,,Ahmedabad,Gujarat,,,23.0264847,72.5821262,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-953493,info@comfort.com,https://www.comfort.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Mehul,3.9,,158.0,,,,,,,,Ahmedabad,Gujarat,,,23.0267135,72.581946,Free WiFi,Budget,-129251,info@mehul.com,https://www.mehul.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Metropole,3.3,,124.0,,,,,,,,Ahmedabad,Gujarat,,,23.0266885,72.5819313,Free WiFi,Budget,-138906,info@metropole.com,https://www.metropole.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
